meals,junk_freq,fruits,vegetables,fried,water,BMI,sleep,exercise,calories,Diet_Label
1,0,2,3,3,2.92858112405533,29.170892584502838,6.178364493389456,5.11027521593273,1309.747093690792,1
2,2,0,4,2,7.08074920694115,26.060955094484527,4.489170803255007,3.4413111258178266,2288.9850727953008,1
4,2,1,4,3,2.5645499792034387,18.77016816612476,5.873063073132356,4.381019409999655,2357.2133947342018,1
3,3,4,1,0,8.565115805951642,27.958184881648876,8.701151207124788,4.0283192451311525,2092.790830275,2
1,0,4,4,2,2.755543686047427,28.640974391726736,8.10213421885634,4.5603934030045155,1675.3740277165143,2
2,4,0,3,1,7.031542774239072,23.422585714993943,8.224376554847272,0.16290355015078106,3073.2775099545524,1
1,1,2,4,0,7.853182042397122,32.9170242299599,7.675355219019429,5.62436651269394,1848.679516914005,2
2,0,4,0,2,9.220423253436532,27.869248209846468,8.335583036048611,3.9330668450064152,1748.7727775177823,2
1,4,0,3,3,8.777145152764717,26.589290331613572,8.13228733053871,2.240347207214282,3259.703425541261,1
4,0,4,2,3,7.380147648616307,29.505088375213155,6.412604748213212,3.451179604402635,1391.5541457490972,2
3,3,2,2,0,9.101633462066399,30.79036700044056,7.957895218629242,5.527326999561877,1409.7740370119877,1
3,0,4,2,0,7.64993781725197,20.43085859489821,7.807553158587361,4.327526443213827,1432.5821550824176,2
1,0,1,4,0,8.027025482071533,19.382929270912296,4.42418857042596,6.906477049508228,2060.8228302390767,2
4,1,2,4,4,6.571784201640085,31.211497570766426,6.792021248679025,2.969554064728834,3284.6150857178927,1
3,0,3,4,2,5.821719127041821,30.59655563548136,7.835974265542859,5.759532463136852,2911.686810969585,2
1,2,4,4,1,4.023921343913929,25.41770913731145,8.010546245133671,6.845304681279896,2478.8115888779444,2
3,1,0,4,3,4.247705516737843,29.82198909281301,4.3771727354488466,1.1635080233647703,1698.6609451489298,1
1,4,1,3,4,4.0795989028341015,22.715480110679255,4.940605798618806,3.2458888345798753,2012.7101244599216,0
2,4,4,3,4,2.609603036793305,25.70509439609013,4.161579755548252,1.95834455018262,2145.775458006028,1
2,0,2,4,4,8.484426646254663,27.879764560074047,8.595882759177798,0.579238940247143,3216.321417629323,2
1,4,3,3,0,5.749545278359762,34.783694198354056,4.752084455517641,4.158915007464946,2076.0489702513496,0
1,3,3,4,3,8.056649616339648,18.95838344306576,8.323611881275266,5.690307063910543,3499.3506485581,2
1,0,4,4,3,8.05599305737783,24.42345933768837,5.205424161648159,1.4353172995456744,1778.3176108771363,2
1,0,3,4,2,3.072121827605126,26.095581845413243,8.156857450312506,2.154440678397346,3077.6871909900433,2
2,0,3,4,0,7.093154572978261,18.48930549732676,7.775686278368095,4.342166859474252,2819.383466628214,2
1,4,1,2,0,3.1765878474323035,30.348749555053878,6.737231534495558,3.156373131912731,3294.083940327528,0
2,4,1,4,1,7.067206834533806,33.7519896277454,6.460581465397691,1.8077107180927086,2256.012239348001,0
4,3,3,3,1,5.791693122102979,20.190955272481037,4.640229194788862,1.0633188545860603,1519.3024970936433,1
1,2,4,1,4,2.254437451881321,29.348481554857464,4.861599356008149,1.3460231316606954,1293.9978174129014,0
3,0,2,0,1,7.023203115927262,24.051855232623765,8.471086314479628,0.9012387880975073,1959.2288806133574,2
3,0,2,4,0,3.4761681548510186,19.38990354313082,8.367893120533886,6.446106803722692,1340.4793076661867,2
3,2,4,1,2,7.497324043226649,26.23689074824736,7.09127385765148,2.582395476988407,2263.82984710624,1
4,4,2,2,0,2.160569582221811,32.35549143477169,7.748081160042937,0.21330506913515912,3194.594456471864,0
1,0,4,2,2,5.836656814034002,23.567454987024547,4.598810659096256,6.233690965179265,2565.262643174312,2
1,0,3,2,1,4.904658371189081,27.931391240140876,7.684112376974564,3.904195861653062,2549.0314997197456,2
3,0,4,4,1,2.4130838229961027,24.053644340263386,8.932576243964899,4.24042373549821,1745.6216209927873,2
3,2,4,4,1,8.536576567594238,18.310122184282136,7.484807311832108,6.980788743378761,3262.203604840248,2
2,4,2,4,3,9.743952532033873,29.366934738715326,8.646879945637929,3.8973402510975084,2514.70918578077,1
3,2,1,2,4,5.84912081483854,30.08619214022472,4.997534636691599,5.153730285889417,2418.632053316568,0
3,1,4,1,4,7.452021777791434,23.722272729296648,4.672073384694871,0.4436247933093742,3476.908534496874,1
2,3,0,4,3,2.994377787884358,30.923873618124674,6.978193703039222,3.3010333198511086,2147.2341025387177,0
2,4,4,3,0,8.396297047356125,21.080962124816224,4.3324813368338875,5.187844545030414,2521.2881603137976,2
1,2,3,0,4,7.463856507337059,32.02725550377755,4.9320249339407205,1.6498422224549985,2657.644696556408,0
3,0,0,0,0,5.071129770985691,33.29434656996695,7.120507720909188,3.7784674334024313,2209.11275339318,0
3,2,3,3,0,9.029032922987506,27.240398638937805,8.532360554822734,4.369665971397945,1468.8654936292373,2
2,0,3,1,2,5.951851897046901,27.743564437375607,8.988463079619216,5.266821840271759,2826.055060859956,2
1,4,4,3,4,3.834011161861132,30.828799961621982,4.5145801537207255,3.7553694603921635,2071.289600780906,1
4,1,4,3,2,6.667134358128964,28.899509759050055,7.4697422223355,3.7990711034331732,1779.1378354859912,2
3,0,4,2,0,7.808764688499206,24.814474084981878,6.310029018220663,6.630983377282707,1552.7082271669844,2
2,0,0,3,1,2.618568523910298,33.618758878432686,7.9504231856204335,0.1611582335134626,2698.144585272966,0
2,2,4,4,0,8.699926312019937,19.772198422880763,8.202198159902114,6.374803387789991,1482.4647982451877,2
2,4,1,3,0,4.6679933735291534,21.865725554910917,7.039471968971293,2.6551398886988418,2911.774199239564,1
1,1,2,3,0,6.696545793092538,24.768867791046034,6.686978014689615,6.438989314889323,1996.595787041711,2
1,2,2,1,4,6.121389459254501,20.813726396275555,4.169395801232975,2.180312197929302,2995.1401273560014,0
2,4,4,0,0,7.999683763193422,34.58420236660686,6.294944940085065,3.9011375822303354,3179.453641148688,0
3,3,2,1,1,6.221181841158287,21.48737388819412,4.953438603318332,0.25584767493666416,2285.7539737529983,1
4,2,3,0,4,4.1784148377623955,27.085750151373198,6.405439741937929,3.479083641748743,2960.3194464523535,0
3,1,1,1,1,2.1576843020349132,31.61274611526406,8.894657178079806,5.878522016195994,3194.085648026504,1
4,3,1,2,2,7.344681092565169,19.769845893737756,7.999580426865947,1.2498126343803353,2701.316048059312,1
1,4,2,4,3,5.371396404739984,33.237708914859034,4.06500961755368,0.5985597159812766,1678.1383868358628,0
1,3,1,2,3,4.761537159050205,33.17541908830857,8.087217808692206,2.392721461885132,1796.6738968919726,0
2,0,1,2,1,2.179754466560939,32.638156339570266,5.097552625404793,6.821830856392089,2993.445182012471,1
1,0,3,4,0,3.373434286786428,22.567515109544082,6.708171073304335,4.434347538783031,1793.141676496365,2
3,0,2,4,1,8.991120620500123,27.42102604276849,7.257101941759322,5.8081926259504115,1674.7689250493875,2
4,3,4,1,0,8.167291016514163,28.156022736895242,7.002584302168267,4.655256721823788,1603.353940833934,1
4,3,4,4,3,9.324109418335311,34.29666201432475,4.9218546033948165,0.6323587240432551,2973.267628731601,0
3,2,4,1,0,4.098112354398601,30.266058639072398,7.052023335039788,6.64514757940436,2112.293558019725,2
1,0,4,0,0,5.963930529649588,26.438226202421017,6.984214244584447,2.3397072357187256,2973.0980686153907,2
2,2,4,3,3,2.0420305484670793,29.702840739271515,6.174136693018731,1.7248142326737477,3083.935330650659,0
1,3,1,4,1,7.270266933685739,31.726314280884942,8.810493928820588,5.530094911542992,2788.288534624973,1
2,4,2,1,0,2.315414490948047,29.768701596803492,8.245978257826597,1.7476760620143015,2325.6774163792234,0
3,0,4,1,1,9.554131912907472,21.06978086716467,6.839726152763147,6.408418083116293,1278.0757507473372,2
4,2,2,1,1,5.8484950707526915,26.061641683176884,8.310213254946568,5.911845789745493,1933.931088459488,2
2,3,4,4,0,6.161344879029855,25.497546749718747,6.022427248409254,4.00699431603426,3049.1470526220646,2
2,4,1,2,4,9.512541588103169,25.255889963132695,8.383326889312247,2.922542588195245,2262.4685563238518,1
1,2,1,2,0,7.858174457477161,24.832825531357116,6.399378101519544,4.392538242528591,3209.457362628579,2
1,0,1,4,0,9.901779117888253,18.056888154730647,6.336553832688263,2.0790201351841757,3161.490189891373,2
2,3,3,4,1,3.336271568736602,29.554003805782187,5.091269439325321,6.649728287651577,3008.59353315577,1
3,0,4,3,3,3.412224256044066,34.8498666443286,5.158358506917217,6.599122418945879,2694.187292682447,1
2,3,0,0,2,6.200252006882145,31.25293605063481,5.7506262958336505,0.40489873594377457,3428.936049323866,0
3,4,2,2,4,2.2789212818705993,22.423967255175963,6.576239621573629,3.438304386080386,3491.572284355466,0
3,4,1,0,0,2.695894079291281,22.640309372557354,6.383384141651842,0.3106366447326574,3160.045126698118,0
4,3,1,1,4,7.466070109276767,24.943704622201878,5.86344258506157,1.8182764863222833,2863.8662614837453,0
2,0,2,4,4,6.170082497443319,28.0709323392118,8.123404829625745,2.4346644553153514,2759.437150885846,1
1,0,4,2,4,7.441126174082403,32.758733668876296,5.226427661276673,1.1013846179176818,1568.920242259166,1
2,3,2,2,1,9.269610474154943,20.696286789982253,8.404353795994641,6.102904694216624,1267.268750979486,2
1,0,2,4,1,7.054508216133347,18.019041895161862,6.780908675198785,5.296450626494543,1794.9831606051885,2
4,3,1,0,1,3.435978587390667,27.179751455169544,7.8992269757557185,0.7488644717887089,2950.3641757546648,0
2,3,3,2,0,7.668576036821035,30.812880178858826,7.9440349093537215,1.2162743271529677,2972.9644496442766,1
4,1,4,4,1,8.066105567432182,19.26980510188352,8.262073295993238,6.9310386092545295,2754.9201915295353,2
2,2,2,2,2,4.189013330253327,18.417977579799626,4.110617757644986,2.265271534046789,2323.8793379307313,1
1,2,3,2,2,9.705893227521056,31.5117623287488,7.468411128907443,1.5453872895213228,1389.4764049164382,1
3,3,4,3,0,4.495615923961044,18.532139333707775,7.656350334868428,6.366671576634729,3171.9282118127467,2
2,2,2,4,1,3.6296099942101936,30.679229204526393,5.001795717743564,6.0768596944337165,2844.3252924651697,1
4,4,2,4,4,9.366782782525494,19.54979633690526,4.768290190805564,3.175855442236979,2419.815105574989,2
3,4,3,0,1,7.2121557344181175,26.185879975713352,4.586540944811972,0.8763005454178531,2776.8001606266344,0
2,1,0,4,1,9.797598814965518,23.54073288718527,6.951319694428112,3.032727242801589,3464.008237026679,2
1,2,3,1,0,6.567236014753314,30.8700075493908,8.763243190193585,6.354730570892481,2865.8562086907473,2
1,1,1,3,0,2.702931993158667,18.31224982798918,6.411781907757957,1.4724470594320802,1995.838105583131,1
3,1,1,1,1,7.363083666835298,19.335834451635353,5.98461638100798,0.9290102783014225,2505.3439510015837,1
4,3,1,1,1,9.57880370104831,34.17634956404056,4.621099833640296,6.273549118795268,2567.986265966953,1
4,0,2,2,1,7.852716174042655,28.408385759979687,6.421992237870203,4.625740828094755,2471.9033409615045,2
3,3,4,2,2,5.7614607415733206,19.387709694520023,4.301760419952819,1.729722638071025,1566.9527642603332,1
3,3,2,4,1,2.6522119164194136,25.37214067725861,4.2183082885368055,1.1317078090276187,1247.9806203705377,1
1,1,3,0,4,8.769962336152394,24.85544313910514,5.102805624611616,2.9287985206735687,1668.230044787158,1
2,4,0,3,1,5.893351531397623,31.051306097135264,6.524224409465089,3.803103663543019,2382.1904959600674,0
3,3,2,1,4,6.983732668507862,32.84819504738823,8.503509320056292,2.952046488114188,1836.7039336406187,0
2,3,4,2,3,5.938222851584278,20.236650647163415,7.579124823410442,6.363227644659487,1613.2711504015565,2
3,0,0,3,1,4.497184453571577,22.20292826485401,8.353749506362558,3.1171367850186584,2384.0799140382874,2
1,0,3,2,1,4.69602541145029,18.153516870202353,6.9420631667030275,4.190997860700753,2112.3174855901925,2
1,3,0,0,3,6.844305261159063,32.09101722000436,6.1544376183090295,1.7409999081134093,2619.433469189269,0
2,3,3,2,4,9.893543842857293,31.2904356073655,7.526927970561018,3.124580525588099,3187.6972086505884,0
1,2,2,4,4,2.8264716569921253,20.090503745003655,5.155654562138233,0.3618778606906887,2672.0068237249016,1
3,0,1,2,3,5.637918845070873,24.755442803894816,6.399485407960366,4.801774151880888,1239.9735174266032,2
4,0,4,4,0,7.3874594665993385,26.765132485847253,6.444232901284601,4.668049802822731,1521.1978859395197,2
2,1,2,3,1,6.942777921609711,32.75841832441759,4.885748947236929,4.848381665583152,3127.6651661906535,2
3,2,3,0,0,7.271083761861258,32.77138473613821,6.853048733194148,0.21270941787785802,3341.181999666049,0
4,0,1,1,0,8.01942210092458,19.812081515235842,7.289226523015181,6.995896080394666,1310.887689379279,2
1,1,3,2,1,8.382509190869076,19.538188819879863,5.44342797765319,0.7637674223602481,2696.1767899209462,2
4,2,3,1,4,6.387997773211814,20.043553941300345,6.722445489804247,0.040310623486850994,1946.5474087706216,1
2,1,2,2,1,6.003562473045932,28.140253074752167,6.728434442477367,3.1109361692584105,1233.7342312064068,1
4,2,4,2,3,6.863240742347557,32.40184514333376,8.57118257975735,5.696364018237105,1450.5121862474823,1
4,3,4,4,1,9.63728024026646,31.00301544621618,8.064928693580468,5.0268615335854605,3397.70450069635,2
1,2,3,4,3,8.424207182661307,21.351620151738913,6.395916147217999,1.3619082622971068,1582.5626978092268,2
1,0,1,4,2,6.179848324128947,27.165741703479327,5.556538495780018,4.272336483176429,2847.1465507133453,2
4,3,3,3,0,6.211993553230248,23.01973091674527,7.967036290739187,1.2965991258318676,3310.830725094168,2
3,0,4,1,1,6.887847910807934,19.909173854990726,4.012920074224912,4.465896440553084,2384.902891767583,2
3,3,1,2,3,7.340399194331764,33.30039309776619,5.7671068965135905,1.6580939128213745,2995.208685060882,0
1,1,0,2,3,3.733918400726205,19.624100335189357,7.119296623382866,3.1623737511606036,2549.1994653035904,1
2,4,0,1,2,5.234550144834337,27.29385601613919,5.159735480579878,2.736341971338603,2567.295570928198,0
2,0,4,3,2,6.627095336051273,25.27939345373545,7.587988828290881,4.847053059270587,3479.8887855150333,2
1,4,2,0,3,8.654904906011376,19.456190243139318,8.470954373320591,1.3430712730312004,1943.7545928656978,0
2,4,2,3,3,4.664015304465583,29.38324447427735,4.349658028547171,4.481177566797163,1823.6391039504251,0
3,4,3,4,4,8.038702559526783,30.421058674067183,6.32602806141859,0.4209963982054965,2493.2826765191926,1
3,3,3,0,3,9.417422555835621,20.8981249489566,6.04738926502602,2.958823793773327,3090.1548209724997,1
4,0,1,4,2,8.042163363974463,20.591072226617097,8.962417510791877,6.4890067754700675,2441.901399645287,2
2,3,4,1,0,5.047276204087898,20.171129221798992,8.130338151262642,5.474196613692701,2830.112804808846,2
1,3,1,2,2,5.128342104465395,26.66531219477887,8.126430541164485,1.9579247693003545,3367.490143935136,0
3,0,1,2,3,5.223841430121292,26.519600986094165,5.985893887146055,3.7781283313196,2644.2851213770623,1
3,2,1,4,0,5.896495350551487,23.883695351142354,8.878051004299575,4.4868045414173245,3091.7052963590304,2
2,4,0,0,4,2.5453784750839485,28.306299941766618,7.824049004514977,1.2238703908228878,2355.901975865918,0
3,4,1,4,3,6.956703639182637,34.418976739604744,6.162489391650659,2.182712931596817,2364.1262845325614,0
2,3,1,0,2,2.462244487970933,29.053418570768606,4.76012426564324,0.4294473897746771,2995.7516479574115,0
3,3,3,0,3,3.831156838772909,20.063543970181293,5.516375737837977,0.7073206770745268,2791.9710858965036,0
3,4,1,4,3,4.942074807018317,21.954974155565576,5.104013148928196,1.2162681696360615,2708.1644468918093,1
3,1,2,4,4,3.0968776458319924,30.471444469543833,7.846524468206699,0.0772188510005305,2157.154195813451,0
1,4,4,4,1,2.341065674296262,27.10027223469406,5.0760093600861875,0.08484542250725291,1754.7633524789453,1
2,3,3,1,3,5.808145034950132,28.98353209886264,6.496669174893091,1.862134946037665,1543.2468892854051,0
4,0,4,0,0,4.523255165984102,24.390100847478077,5.972381392850177,3.2161273788419065,3005.538050825231,2
4,1,4,3,2,9.160941925652292,22.32940057478287,8.204357897129613,0.268984442736275,3274.052581911474,2
3,0,2,4,3,7.4418222336668265,28.823384596842523,7.069667923800309,0.46656428392482974,2392.3384504739697,1
3,3,2,4,2,9.538523117385543,19.211364372009395,4.060542376174437,6.695509788096361,2896.269226755716,2
1,0,1,3,0,5.055517117223167,31.325325505050454,5.774206801284452,2.884916511839401,2464.116900553526,1
4,2,2,2,3,5.794688879249711,28.455220456660733,7.87316890318894,4.507329774787915,2419.6949064730643,1
3,0,4,2,1,2.8864636974384563,19.937262790143393,6.430077514887699,6.442080268535854,2397.766726218689,2
4,3,3,3,4,5.968382709439092,24.391879129002294,6.7504597022907795,2.720569590408929,1576.4727433701935,1
1,0,1,4,0,8.040335429970227,18.21615312977719,8.962077002447352,4.700184544262503,1928.9216978933732,2
1,3,3,1,2,3.318518525835497,30.384341511747422,7.882237232498623,4.593132863767501,1608.0861697803257,1
1,1,3,4,3,6.722781523670183,20.239389148727554,7.629899549926478,5.7244973089986155,1691.0761425145454,2
4,0,4,2,0,7.811693720904039,27.605373878603274,7.444426510250453,6.113260411025654,2663.4701141522705,2
4,4,2,0,2,8.520947075842944,34.86076917293918,4.495890497936079,2.8104602110290178,3040.1632280080667,0
2,0,1,3,0,8.069411120888038,24.379418375525326,6.693478336715195,3.669114195083136,3150.5099196007754,2
3,2,3,4,0,5.5888850476363405,29.532439988537412,7.781323289457263,5.893792600476961,2281.733824434107,2
1,3,4,1,3,5.101388758003154,28.08175368117533,5.957628490889147,2.888352885940366,2799.921736942656,1
4,3,4,1,3,6.8279013327716385,24.83956111967145,8.371312353051188,3.5707679874917764,2863.8309609082585,2
3,4,4,3,1,8.601045341328922,22.586952242179642,8.12524705090031,3.4877897758441754,1377.2340420089618,2
3,0,0,1,3,8.410935326556153,26.845041807617118,5.867312980720867,0.8566373012762456,2891.6628949213364,0
2,0,3,4,2,6.702154886897586,23.090539678362074,4.867400371329786,4.462872851291609,2341.1826834604044,2
1,2,0,4,0,8.260655518810704,21.13609630327187,5.811177208261442,2.341579021193525,1260.252429623749,1
3,1,3,1,3,5.494805620921436,25.849457831410497,6.404530003765348,3.0462627947874976,3355.912576696488,1
4,0,3,0,3,2.107221011457325,30.401639887090745,7.827564494955549,1.112357173685475,2603.517843798575,0
4,3,3,0,4,2.372004691520524,34.5721890972789,5.856035469449991,3.0022081520272703,3143.015703457849,0
4,3,2,1,2,6.4813454676947355,28.534890483390065,6.809964237334034,2.4214431325118597,1924.9358985239255,0
3,2,1,4,0,9.776042637052296,30.423956404672406,8.906485452486233,1.7957104371097348,2704.601583390371,2
1,0,3,1,0,9.844134576008848,28.34496363583993,5.747531860434094,0.7986704942155336,1547.8677060903494,1
1,4,1,0,1,9.565585176002259,27.22327865772219,7.958499942266759,3.841870597040411,2609.670369982483,0
2,2,4,3,3,9.824494543788228,32.44958131517125,7.3451116866455415,3.2360689270042506,2147.0607456443695,2
2,3,3,4,3,3.9103696910523142,23.776217016552046,8.360678500112382,3.8139343135916097,2944.3775410989556,2
2,0,1,3,2,5.982500064274322,25.671068851076797,8.924948280704376,5.404087334169932,1262.4850688187876,2
1,2,4,2,2,6.62074692704926,31.975753730203834,5.902100037537812,5.429282956477293,3418.2963039718666,1
2,3,1,1,3,8.346090803506035,28.787901098355164,7.989570798079471,2.771793308637184,3304.7071573361995,0
1,1,1,4,2,5.522587346946792,33.40443533101803,5.3845224368890445,6.884650309006554,1523.6365145121445,1
2,4,1,4,4,7.077370186031532,28.460066426186636,4.417320424946917,6.176914578851371,3048.288131515531,0
1,2,1,1,4,4.694724014888826,18.214327839587902,6.798778418191913,3.691797354858734,2854.513331449065,0
4,3,0,2,1,4.512486359941856,23.04032628181636,8.591039998113876,0.7752391172327068,2947.0395432636533,1
4,2,1,0,4,9.242878994222963,32.95697253717882,6.627174562728465,1.710379585505263,1459.7693793456992,0
2,2,1,4,3,9.832839504121235,30.574412112354985,4.956302089572933,4.296441931709893,2201.6625451157665,1
4,0,1,4,2,2.5813669728801303,29.49501855528238,5.625520077158495,4.804290376802682,1360.1746407735332,1
1,3,4,3,0,7.225302324250264,19.31032620317483,5.7019004633333745,6.064705599759394,1695.7186982200633,2
1,2,3,3,0,6.373185761502308,29.30474335909192,5.3014342878300145,6.350365214940809,2742.6843173834186,2
2,2,0,1,0,9.286161293151322,24.466809332496965,8.884001642553297,0.7750441532842097,2171.8613851174728,2
2,2,1,4,1,3.747545463066457,18.306111445207726,8.814051785370129,5.086696944492263,1900.9275193881067,2
1,3,0,3,1,4.3779024616689375,20.044202850698486,4.341704677661302,1.8432104862724006,1306.084197972188,1
3,2,1,4,0,4.142213403906673,18.818428211632007,8.514474975959935,5.96584712073827,2735.950771420735,2
1,0,4,3,2,2.7508582785868496,31.415734392008435,6.86674672817609,4.611775490980493,1780.306674630635,2
2,1,4,4,0,3.3185974027740963,32.097875588384845,8.394894501411336,4.0024064643382555,2390.1266090365953,2
4,3,2,3,3,5.0760906211585,20.89989249647053,8.740541600857211,3.116722785993517,3014.245206982327,2
4,3,1,2,0,6.832573416569754,34.15902789396546,7.003255332741779,5.205157413235918,2364.4119368389665,1
4,2,4,0,2,4.245465724127794,33.425462800118396,5.194283302009638,3.287492422764963,2236.0701938129823,0
1,4,3,0,2,6.576389146954407,18.093598585727154,4.0383201632461265,1.5334816637130044,1284.4591337518887,0
4,0,4,1,0,6.252795716835447,26.71535134125908,5.467444116040609,6.522276036029715,2113.134594845541,2
4,2,4,0,3,9.058068448758782,18.504359792100576,7.3771010377354465,0.3139749761649806,2236.373143661208,1
4,3,2,4,0,8.903044023299298,29.406031080622633,5.290866270955846,4.7222549704135135,1882.4735745394069,2
4,0,4,4,0,2.6414401126552276,29.30996573362694,8.001774395117033,4.638651591415488,1412.2550217684916,2
2,3,2,3,1,6.017228879695895,24.03111196121173,8.708628558094626,4.680008527060398,2760.940900346899,2
3,3,1,0,0,5.590824573397666,28.843910575281775,7.7049062513728925,3.709940660484931,3106.7407848546295,0
2,3,1,1,2,8.814729894991581,19.43467046925722,5.996843741973455,6.37094245747494,3058.452048785072,1
3,2,3,3,2,8.074808206020904,27.223084265048275,8.308712474591477,4.131998800672118,1720.4419488927333,2
4,1,3,3,0,3.3250267762261227,19.680851499890803,8.44826016508783,0.08616792111252913,2051.120369750787,2
3,2,1,3,2,2.573695110781208,30.95241594225106,8.733222169967732,2.3783817900578255,2389.6505779429635,1
3,0,2,4,2,7.506193886241896,24.963691213218944,5.556087475316968,4.7398444781450655,2593.2922737411877,2
3,0,3,3,1,2.1868167706254873,18.468124237780913,6.52727558955225,6.748121849823916,2083.6754398673406,2
1,3,4,4,1,5.792051427865247,30.855631437153008,6.2926150444094535,2.0247134038085814,3270.191320937906,1
1,4,1,4,3,5.8230275841779395,27.271479060711144,4.441008518949354,4.2481413910385095,1548.643873600724,1
3,4,2,1,2,3.417367402174924,27.048378029532593,4.841684779595651,1.7283519866730992,3128.663194276505,0
3,1,4,2,4,3.6584720255004637,21.995632651665026,8.153442552600385,3.8137936028163075,1580.0567160179874,2
4,4,1,2,4,2.3156762631271945,31.300601600821484,7.672889615607066,2.1034256992030267,1949.3931703982346,0
3,1,4,4,3,2.9985665117347864,21.87174551375456,8.82014423582757,6.366182276560694,2860.929441548584,2
4,0,1,3,1,2.7493793656472816,31.501581263339894,5.378837841256785,6.139634067127322,3371.296815798415,1
2,2,2,2,0,7.805731705759593,23.141607130919457,6.457090887642783,3.657109017838251,2494.2369077513804,2
4,0,3,4,2,8.831695735643377,33.20569346601195,6.279896378799684,3.1041908546733286,2584.869066315993,2
2,4,4,4,1,7.781655661585828,33.18253348832205,4.312287968095357,6.1842533409024245,2231.1338273496713,2
2,1,1,0,3,2.070906280907751,29.773051336130834,4.672175647040609,2.0957691186017686,2025.045708459131,0
4,2,4,4,3,8.473465369112247,18.24335972034002,7.68934759280765,5.8390121790047305,2903.095103493094,2
4,2,1,3,2,2.8879847903305187,33.035212683533615,7.500171363860522,0.7308289082365701,2117.930432569563,0
1,0,4,2,0,7.334835368114143,19.30665527969478,6.503121340352089,5.56160881143524,2826.2988977134055,2
1,0,2,4,4,7.123808337406752,21.588912009824316,8.317003834285009,2.809142169537985,1872.7847094627061,2
4,3,1,1,3,7.460937769787219,24.08283942993033,7.239087229952641,0.860444749257713,3243.915884610417,0
4,0,4,4,1,5.973563382543572,22.112838565364,7.569763162532949,5.757743560689377,3049.1045673707968,2
